,fluxes,equ,ec-code,kcat_MW,E
R225,0.0,akg_m + sucorn_m --> glu__L_m + sucgsa_m,2.6.1.81,716.025572,0.0
R226,0.0,D_PROLINE_c + o2_c --> DELTA1_PYRROLINE_2_CARBOXYLATE_c + h2o2_c + h_c,1.4.3.3,3254.567921000001,0.0
R227,0.0,h2o_c + o2_c + sprm_c --> aproa_c + h2o2_c + spmd_c,"1.5.3.16,1.5.3.17",1809.9366120000002,0.0
R228,0.0,h2o_c + o2_c + spmd_c --> 13DMPP_c + 4abutn_c + h2o2_c,"1.5.3.14,1.5.99.6",2511.173347,0.0
R229_num1,0.0,fad_m + 5.0 h_m + nndccoa_m --> C9DCOA_m + fadh2_m,1.3.99.3,,
R230_num1,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,1.2.1.19,1324.833082,0.0
R231_num1,0.0,h2o_m + o2_m + spmd_m --> aproa_m + h2o2_m + ptrc_m,1.5.3.17,1474.569356,0.0
R232,0.0,atp_c + glu__L_c --> adp_c + glu5p_c,2.7.2.11,,
R233,0.0,fad_m + pro__L_m --> 1pyr5c_m + fadh2_m,1.5.-.-,,
R234_num1,0.0,h_c + orn__L_c --> co2_c + ptrc_c,4.1.1.17,737.1051338999997,0.0
R235,0.09035140147337915,cbp_m + orn_m --> citr__L_m + h_m + pi_m,2.1.3.3,10162.7102,8.890482921905926e-06
R236,0.0,accoa_m + glu__L_m --> acglu_m + coa_m + h_m,2.3.1.1,125.35773490000001,0.0
R237_num1,0.0,acglu_m + atp_m --> acg5p_m + adp_m,2.7.2.8,178.338518,0.0
R238_num1,0.16785742275205706,acg5p_m + h_m + nadph_m --> acg5sa_m + nadp_m + pi_m,1.2.1.38,,
R239_num1,0.0,acg5sa_m + glu__L_m --> acorn_m + akg_m,2.6.1.11,327.0708093,0.0
R240_num1,0.0,acorn_m + glu__L_m --> acglu_m + orn_m,2.3.1.35,,
R241_num1,0.0,acorn_m + h2o_m --> ac_m + orn_m,"3.5.1.14,3.5.1.16",3753.708885,0.0
R242,0.0,2.0 arg__L_c + h_c + 3.0 nadph_c + 4.0 o2_c --> 2.0 citr__L_c + 4.0 h2o_c + 3.0 nadp_c + 2.0 no_c,1.14.13.39,421.0352199,0.0
R243_num1,0.09035140147337915,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,6.3.4.5,,
R244,0.09035140147337915,argsuc_c --> arg__L_c + fum_c,4.3.2.1,1949.4371219999998,4.634743047299946e-05
R245_num1,0.0,asp__L_m + atp_m + citr__L_m --> amp_m + argsuc_m + h_m + ppi_m,6.3.4.5,,
R246,0.0,argsuc_m --> arg__L_m + fum_m,4.3.2.1,1949.4371219999998,0.0
R247_num1,0.0,glu__L_c + oaa_c --> akg_c + asp__L_c,2.6.1.1,2177.348693,0.0
R248,0.0,glu__L_c + pyr_c --> akg_c + ala__L_c,2.6.1.2,1180.962493,0.0
R249,0.0,glu__L_m + pyr_m --> akg_m + ala__L_m,2.6.1.2,1180.962493,0.0
R250,0.0,glu__L_m + oaa_m --> akg_m + asp__L_m,2.6.1.1,3451.111174,0.0
R251_num1,0.0,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,1.17.1.4,502.5245749,0.0
R252_num1,0.0,gln__L_c + h2o_c --> glu__L_c + nh4_c,"1.4.1.13,1.4.1.14,1.4.7.1,3.5.1.2",190.0199302,0.0
R253,0.0,glu__L_c + h2o_c + nadp_c --> akg_c + h_c + nadph_c + nh4_c,1.4.1.4,1873.880088,0.0
R254_num1,1.8119462192568878,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,6.3.1.2,1230.807757,0.0014721602207589009
R255_num1,0.11267733954424745,2.0 atp_m + hco3_m + nh4_m --> 2.0 adp_m + cbp_m + 2.0 h_m + pi_m,6.3.4.16,468.50197740000004,0.00024050557944186693
R256,0.0,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,1.4.1.2,945.4193037,0.0
R257,0.0,arg__L_c + h2o_c --> orn__L_c + urea_c,3.5.3.1,9534.370048,0.0
R258,0.0,arg__L_m + h2o_m --> orn_m + urea_m,3.5.3.1,9534.370048,0.0
R259_num1,0.0,atp_c + co2_c + h2o_c + urea_c --> adp_c + allphn_c + 2.0 h_c + pi_c,6.3.4.6,479.80655939999997,0.0
R260_num1,0.0,allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c,3.5.1.54,573.6368749,0.0
R261_num1,0.0,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,3.5.1.5,1142.5674789999996,0.0
R262_num1,0.0,Dara14lac_c + h_c + nadph_c --> arab__D_c + nadp_c,1.1.1.117,,
R263,0.0,Dara14lac_c + o2_c --> DARABL_c + h2o2_c,1.1.3.37,1973.9925269999999,0.0
R264_num1,0.0,CPDQT_4_c + h2o_c --> L_GALACTOPYRANOSE_c + pi_c,3.1.3.93,,
R265,0.0,inost_c + o2_c --> glcur_c + h2o_c + h_c,1.13.99.1,591.5460404,0.0
R266,0.0,2.0 DONOR_H2_c + echin_c + 2.0 o2_c --> CPD_7851_c + 3.0 h2o_c,1.14.99.63,,
R267,0.0,2.0 DONOR_H2_c + caro_c + 2.0 o2_c --> echin_c + 3.0 h2o_c,1.14.99.63,,
R268,0.0,2.0 DONOR_H2_m + echin_m + 2.0 o2_m --> CPD_7851_m + 3.0 h2o_m,1.14.99.63,,
R269,0.0,2.0 DONOR_H2_m + caro_m + 2.0 o2_m --> echin_m + 3.0 h2o_m,1.14.99.63,,
R270,0.0,CPD_7849_c + 2.0 REDUCED_FERREDOXINS_c + 2.0 h_c + o2_c --> CPD_7847_c + 2.0 OXIDIZED_FERREDOXINS_c + h2o_c,,590.4383395,0.0
R271,0.0,CPD_7851_c + 2.0 REDUCED_FERREDOXINS_c + 2.0 h_c + o2_c --> CPD_7849_c + 2.0 OXIDIZED_FERREDOXINS_c + h2o_c,,590.4383395,0.0
R272,0.0,CPD_7849_m + 2.0 REDUCED_FERREDOXINS_m + 2.0 h_m + o2_m --> CPD_7847_m + 2.0 OXIDIZED_FERREDOXINS_m + h2o_m,,511.70056919999996,0.0
R273,0.0,CPD_7851_m + 2.0 REDUCED_FERREDOXINS_m + 2.0 h_m + o2_m --> CPD_7849_m + 2.0 OXIDIZED_FERREDOXINS_m + h2o_m,,511.70056919999996,0.0
R274,0.0,urea_c --> CPD_657_c + h2o_c,4.2.1.69,5339.027499,0.0
R275,0.0,CPD_809_m + h2o_m --> allphn_m + nh4_m,3.5.1.84,1512.333223,0.0
R276_num1,0.0,RES_c + h_c + nadph_c + o2_c --> BTOL_c + h2o_c + nadp_c,1.14.13.219,,
R277_num1,0.0,catechol_c + o2_c --> ccmuac_c + 2.0 h_c,1.13.11.1,1298.951567,0.0
R278,0.0,5odhf2a_c + h2o_c --> 3oxoadp_c + h_c,3.1.1.24,,
R279,0.0,4hbz_c + h_c + nadph_c + o2_c --> 34dhbz_c + h2o_c + nadp_c,1.14.13.33,,
R280_num1,0.0,bz_c + h_c + nadph_c + o2_c --> 4hbz_c + h2o_c + nadp_c,1.14.14.92,139.4101149,0.0
R281,0.0,23dhb_c + h_c --> catechol_c + co2_c,4.1.1.46,1255.7522880000001,0.0
R282_num1,0.0,13DMPP_c + h2o_c + o2_c --> aproa_c + h2o2_c + nh4_c,"1.4.3.21,1.4.3.22",1282.671578,0.0
R283_num1,0.0,aproa_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c,"1.2.1.3,1.2.1.5,1.2.1.19",1324.833082,0.0
R284_num1,0.0,aproa_c + h2o_c + nadp_c --> ala_B_c + 2.0 h_c + nadph_c,"1.2.1.3,1.2.1.5,1.2.1.19",1117.124053,0.0
R285,0.0,coa_m + msa_m + nad_m --> accoa_m + co2_m + nadh_m,"1.2.1.18,1.2.1.27",73.53124862,0.0
R286,0.0,coa_m + msa_m + nadp_m --> accoa_m + co2_m + nadph_m,1.2.1.18,,
R287,0.0,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,6.3.2.1,288.8454648,0.0
R288_num1,0.0,asp__L_c + h_c --> ala_B_c + co2_c,"4.1.1.11,4.1.1.15",77.22126352,0.0
R289,0.0,3hpcoa_m + h2o_m --> 3hpp_m + coa_m + h_m,3.1.2.4,372.6025332,0.0
R290,0.0,akg_c + ala_B_c --> glu__L_c + msa_c,"2.6.1.19,2.6.1.55",965.5658269999999,0.0
R291,0.0,3hpp_m + nad_m --> h_m + msa_m + nadh_m,1.1.1.59,2607.515009,0.0
R292_num1,0.0,h2o_m + prpncoa_m --> 3hpcoa_m,"4.2.1.17,4.2.1.116,4.2.1.-",1670.5697810000001,0.0
R293,0.0,CPD_253_c --> CPD_8651_c + h2o_c + h_c,,,
R294,0.0,CPD_8651_c + CPD_8652_c + h_c --> CPD_8653_c + h2o_c,,,
R295,0.0,CPD_8651_c + tyr__L_c --> CPD_8670_c + h2o_c + h_c,,,
R296,0.0,CPD_8651_c + LDOPA_c --> CPD_8671_c + h2o_c + h_c,,,
R297,0.0,12.0 h_c + 6.0 mmcoa__S_c + 6.0 nadph_c + ppcoa_c --> CPD_428_c + 6.0 co2_c + 7.0 coa_c + h2o_c + 6.0 nadp_c,2.3.1.94,,
R298_num1,0.0,accoa_c + 3.0 h_c + 3.0 malcoa_c + nadph_c --> CPD_637_c + 3.0 co2_c + 4.0 coa_c + h2o_c + nadp_c,2.3.1.165,252.4039287,0.0
R299,0.0,accoa_x + 3.0 h_x + 3.0 malcoa_x + nadph_x --> CPD_637_x + 3.0 co2_x + 4.0 coa_x + h2o_x + nadp_x,2.3.1.165,391.3634909,0.0
R300,0.0,C190ACP_c + h_c + nadph_c + o2_c --> C191ACP_c + 2.0 h2o_c + nadp_c,1.14.19.1,382.48150530000004,0.0
R301,0.0,C191ACP_c + h_c + nadph_c + o2_c --> C192ACP_c + 2.0 h2o_c + nadp_c,1.14.19.3,,
R302,0.02430824741748428,C180ACP_c + h_c + nadph_c + o2_c --> C181ACP_c + 2.0 h2o_c + nadp_c,,382.48150530000004,6.3554046615713e-05
R303,0.012445389590402998,C181ACP_c + h_c + nadph_c + o2_c --> C182ACP_c + 2.0 h2o_c + nadp_c,1.14.19.3,,
R304,0.0,C160ACP_c + h_c + nadph_c + o2_c --> C161ACP_c + 2.0 h2o_c + nadp_c,,382.48150530000004,0.0
R305,0.0,C161ACP_c + h_c + nadph_c + o2_c --> C162ACP_c + 2.0 h2o_c + nadp_c,1.14.19.3,,
R306,0.0,C140ACP_c + h_c + nadph_c + o2_c --> C141ACP_c + 2.0 h2o_c + nadp_c,1.14.19.1,382.48150530000004,0.0
R307,0.0,h2o_x + od2coa_x --> CE2248_x,4.2.1.134,,
R308,0.0,CPD_10261_x --> h2o_x + od2coa_x,4.2.1.119,3653.304361,0.0
R309,0.0,h_x + nadph_x + od2coa_x --> nadp_x + stcoa_x,,577.9495687000001,0.0
R310,0.0,3ohodcoa_c + h_c + nadph_c --> CPD_10261_c + nadp_c,,343.98033430000015,0.0
R311,0.0,C16173_c + accoa_c --> C16389_c + coa_c,"2.3.1.16,2.3.1.176",499.33832350000006,0.0
R312,0.0,C16388_c --> C16387_c + h2o_c,4.2.1.119,701.3585404,0.0
R313,0.0,C16388_c + nad_c --> C16389_c + h_c + nadh_c,1.1.1.-,,
R314,0.0,h_m + malcoa_m + pmtcoa_m --> 3ohodcoa_m + co2_m + coa_m,2.3.1.199,,
R315_num1,0.0,C16173_m + accoa_m --> C16389_m + coa_m,"2.3.1.16,2.3.1.176",549.2175507000002,0.0
R316,0.0,2.0 focytb5_m + 2.0 h_m + o2_m + ocdce9coa_m --> 2.0 ficytb5_m + 2.0 h2o_m + lnlccoa_m,1.14.19.6,,
R317,0.0,2.0 focytb5_m + 2.0 h_m + lnlccoa_m + o2_m --> 2.0 ficytb5_m + 2.0 h2o_m + lnlncacoa_m,1.14.19.-,,
R318,0.0,2.0 focytb5_x + 2.0 h_x + o2_x + pmtcoa_x --> C21072_x + 2.0 ficytb5_x + 2.0 h2o_x,1.14.19.1,382.48150380000004,0.0
R319,0.0,2.0 focytb5_x + 2.0 h_x + lnlccoa_x + o2_x --> 2.0 ficytb5_x + 2.0 h2o_x + lnlncacoa_x,1.14.19.-,,
R320,0.0,2.0 focytb5_x + 2.0 h_x + o2_x + stcoa_x --> 2.0 ficytb5_x + 2.0 h2o_x + ocdce9coa_x,1.14.19.1,382.48150380000004,0.0
R321_num1,0.0,ala__L_x + anth_x + 3.0 atp_x + trp__L_x --> C22145_x + 3.0 amp_x + h2o_x + 2.0 h_x + 3.0 ppi_x,6.3.2.-,,
R322,0.0,ala__L_c + anth_c + 3.0 atp_c + trp__L_c --> C22145_c + 3.0 amp_c + h2o_c + 2.0 h_c + 3.0 ppi_c,6.3.2.-,,
R323_num1,0.0,C22146_x + ala__L_x + atp_x --> C22147_x + amp_x + h2o_x + h_c + ppi_x,6.3.2.-,,
R324,0.0,3.0 C03024_c + C22145_c + 2.0 o2_c --> 3.0 C03161_c + C22146_c + 2.0 h2o_c,1.14.14.-,,
R325_num1,0.0,ala__L_c + h_c + pmcoa_c --> 8aonn_c + co2_c + coa_c,2.3.1.47,129.99722820000002,0.0
R326,0.0,8aonn_c + amet_c --> amob_c + dann_c,2.6.1.62,946.1427258,0.0
R327,0.0,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,6.3.3.3,1000.461492,0.0
R328,0.0,2.0 amet_c + dtbt_c + s_c --> btn_c + 2.0 dad_2_c + 2.0 met__L_c,2.8.1.6,1426.494113,0.0
R329,0.0,C19673_c + h_c + malACP_c --> ACP_c + C20372_c + co2_c,"2.3.1.179,2.3.1.41",557.6459624,0.0
R330,0.0,gmeACP_c + h_c + malACP_c --> ACP_c + C20376_c + co2_c,"2.3.1.179,2.3.1.41",557.6459624,0.0
R331,0.0,BCCP_L_LYSINE_c + atp_c + btn_c --> BCCP_BIOTIN_L_LYSINE_c + amp_c + h_c + ppi_c,6.3.4.15,668.1645900000002,0.0
R332_num1,0.0,1btol_c + nadp_c --> btal_c + h_c + nadph_c,1.1.1.2,3492.3242229999996,0.0
R333,0.0,2_HYDROXYGLUTARIC_ACID_m + fad_m + h_m --> akg_m + fadh2_m,,1502.910335,0.0
R334,0.0,h_c + nadph_c + sucsal_c --> ghb_c + nadp_c,,698.2965614,0.0
R335,0.0,CPD_3618_c + h_c --> btal_c + co2_c,,1200.440609,0.0
R336,0.0,CPD_1130_c + nad_c --> CPD_3618_c + co2_c + nadh_c,1.1.1.85,747.4179477000001,0.0
R337,0.0,3mob_c + h_c --> 2mppal_c + co2_c,4.1.1.72,1274.082764,0.0
R338_num1,0.0,ibutoh_c + nad_c --> 2mppal_c + h_c + nadh_c,1.1.1.1,1173.894156,0.0
R339,0.0,1_7_DIMETHYLXANTHINE_c + h2o_c + o2_c --> CPD_12483_c + h2o2_c,,1951.533299,0.0
R340,0.0,CPD_9025_c + h2o_c + o2_c --> CPD_14119_c + h2o2_c,1.17.3.2,1951.533299,0.0
R341,0.0,1_3_7_TRIMETHYLXANTHINE_m + h_m + nadph_m + o2_m --> 1_7_DIMETHYLXANTHINE_m + fald_m + h2o_m + nadp_m,1.14.13.179,41.61918455,0.0
R342,0.0,1_7_DIMETHYLXANTHINE_m --> CPD_9025_m,1.14.14.1,41.61918455,0.0
R343,0.0,1_7_DIMETHYLXANTHINE_m --> CPD_12483_m,"1.14.13.-,1.14.14.1",41.61918455,0.0
R344,0.0,CPD_18382_m + RED_NADPH_HEMOPROTEIN_REDUCTASES_m + o2_m --> CPD_18383_m + OX_NADPH_HEMOPROTEIN_REDUCTASES_m + h2o_m,,741.5321646000001,0.0
R345,0.0,CPD_18381_m + RED_NADPH_HEMOPROTEIN_REDUCTASES_m + o2_m --> CPD_18382_m + OX_NADPH_HEMOPROTEIN_REDUCTASES_m + h2o_m,,741.5321646000001,0.0
R346,0.0,RED_NADPH_HEMOPROTEIN_REDUCTASES_m + TRICHODIENE_CPD_m + o2_m --> CPD_18381_m + OX_NADPH_HEMOPROTEIN_REDUCTASES_m + h2o_m,,741.5321646000001,0.0
R347_num1,0.0,CYCLOHEXANONE_c + h_c + nadph_c + o2_c --> CPD_101_c + h2o_c + nadp_c,1.14.13.22,550.4159791000002,0.0
R348,0.0,CPD_101_c + h2o_c --> CPD_102_c + h_c,,2415.804538,0.0
R349_num1,0.0,CPD_102_c + nadp_c --> 6_OXO_HEXANOATE_c + h_c + nadph_c,1.1.1.2,2294.257721,0.0
R350_num1,0.0,CYCLOHEXANONE_x + h_x + nadph_x + o2_x --> CPD_101_x + h2o_x + nadp_x,1.14.13.22,532.9088232,0.0
R351,0.08415259885112042,e4p_c + xu5p__D_c --> f6p_c + g3p_c,2.2.1.1,317.1273164,0.00026535903562775027
R352_num1,0.0,f6p_c + pi_c --> actp_c + e4p_c + h2o_c,4.1.2.22,335.50732180000006,0.0
R353,0.0,dhap_c + e4p_c --> s17bp_c,,1252.054845,0.0
R354,0.0,2.0 REDUCED_FERREDOXINS_c + bcryptox_c + 2.0 h_c + o2_c --> 2.0 OXIDIZED_FERREDOXINS_c + h2o_c + zeax_c,,590.4383395,0.0
R355,0.0,2.0 REDUCED_FERREDOXINS_c + caro_c + 2.0 h_c + o2_c --> 2.0 OXIDIZED_FERREDOXINS_c + bcryptox_c + h2o_c,,590.4383395,0.0
R356,0.0,2.0 REDUCED_FERREDOXINS_m + bcryptox_m + 2.0 h_m + o2_m --> 2.0 OXIDIZED_FERREDOXINS_m + h2o_m + zeax_m,,511.70056919999996,0.0
R357,0.0,2.0 REDUCED_FERREDOXINS_m + caro_m + 2.0 h_m + o2_m --> 2.0 OXIDIZED_FERREDOXINS_m + bcryptox_m + h2o_m,,511.70056919999996,0.0
R359,0.0,CPD3DJ_82_m + 2.0 focytb5_m + 2.0 h_m + o2_m --> crm_cho_m + 2.0 ficytb5_m + 2.0 h2o_m,1.14.19.17,,
R360_num1,0.0,ACP_c + accoa_c + 3.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 9.0 nadph_c --> CPD_17434_c + 3.0 ahcys_c + 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 9.0 nadp_c,,2578.602259,0.0
R361,0.0,ACP_x + accoa_x + 3.0 amet_x + 8.0 malcoa_x + 9.0 nadph_x --> CPD_17434_x + 3.0 ahcys_x + 8.0 co2_x + 9.0 coa_x + h_x + 9.0 nadp_x,,97.66465087,0.0
R362_num1,0.0,CPD_17434_c + atp_c + nadph_c + trp__L_c --> ACP_c + CPD_17428_c + amp_c + h2o_c + nadp_c + ppi_c,,162.1123666,0.0
R363,0.0,CPD_17434_x + atp_x + nadph_x + trp__L_x --> ACP_x + CPD_17428_x + amp_x + h_x + nadp_x + ppi_x,,97.66465087,0.0
R364_num1,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,1537.459095,0.0
R365_num1,0.0,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,1.2.1.46,9674.640686,0.0
R366,0.0,BTOL_c + o2_c --> 2MAC_c + 2.0 h_c,1.13.11.37,1648.24114,0.0
R367,0.0,4_CARBOXYMETHYLENEBUT_2_EN_4_OLIDE_c + h2o_c --> 2MAC_c + h_c,3.1.1.45,535.4717028,0.0
R368,0.0,CPD_10608_c + h2o_c --> 2MAC_c + h_c,3.1.1.45,535.4717028,0.0
R369,0.0,4_CARBOXYMETHYLENEBUT_2_EN_4_OLIDE_m + h2o_m --> 2MAC_m + h_m,3.1.1.45,1200.442619,0.0
R370,0.0,CPD_10608_m + h2o_m --> 2MAC_m + h_m,3.1.1.45,1200.442619,0.0
R371,0.0,CHLOROACETIC_ACID_c + h2o_c --> cl_c + glyclt_c + h_c,3.8.1.3,,
R372,0.0,5_ALPHA_CHOLESTA_724_DIEN_3_BETA_OL_x + 2.0 focytb5_x + 2.0 h_x + o2_x --> CPD_8646_x + 2.0 ficytb5_x + 2.0 h2o_x,1.14.19.20,,
R373,0.0,o2_m + ppcoa_m --> h2o2_m + prpncoa_m,1.3.3.6,454.77090539999995,0.0
R374,0.0,C03024_c + hdca_c + o2_c --> C03161_c + C18218_c + h2o_c,"1.14.-.-,1.14.14.80",502.24630920000004,0.0
R375,0.0,C03024_c + o2_c + ocdcea_c --> 18_HYDROXYOLEATE_c + C03161_c + h2o_c,1.14.14.80,502.2463227,0.0
R376,0.0,C01025_x + h_c + ocdcea_x --> C00069_x + C19418_x,1.11.2.3,,
R377,0.0,18_HYDROXYOLEATE_x + C01025_x --> 910_EPOXY_18_HYDROXYSTEARATE_x + C00069_x,1.11.2.3,,
R378_num1,0.0,aprop_c + 2.0 h2o_c --> ala__L_c + nh4_c,3.5.5.1,2400.934503,0.0
R379_num1,0.0,acybut_c + 2.0 h2o_c --> glu__L_c + nh4_c,3.5.5.1,2195.810548,0.0
R380_num1,0.0,3CPYRD_c + 2.0 h2o_c --> nac_c + nh4_c,3.5.5.1,2400.934503,0.0
R381_num1,0.0,LNM_e + h2o_e --> ACH_e + BDGLC_e,3.2.1.21,1470.4160949999994,0.0
R382_num1,0.0,AMYD_e + h2o_e --> PRNS_e + glc__D_e,"3.2.1.21,3.2.1.117",1470.4160949999994,0.0
R383_num1,0.0,PRNS_e + h2o_e --> MDN_e + glc__D_e,"3.2.1.21,3.2.1.118",1470.4160949999994,0.0
R384_num1,0.0,HC00955_c + glu__L_c + 2.0 h_c --> HC01577_c + h2o_c,2.3.2.2,1406.671879,0.0
R385_num1,0.0,BETA_AMINOPROPIONITRILE_c + glu__L_c --> HC01700_c + h2o_c,2.3.2.2,1538.0777289999999,0.0
R386_num1,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,2801.1472489999996,0.0
R387_num1,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,2801.1472489999996,0.0
R388,0.0,frmd_c + h2o_c --> for_c + nh4_c,3.5.1.49,5014.179543,0.0
R389_num1,0.0,cellb_e + h2o_e --> 2.0 BDGLC_e,3.2.1.21,1470.4160949999994,0.0
R390_num1,0.0,cellb_c + h2o_c --> 2.0 BDGLC_c,3.2.1.21,5088.644407,0.0
R391_num1,0.0,CELLU_e + h2o_e --> BDGLC_e,3.2.1.21,1470.4160949999994,0.0
R394_num1,0.0,accoa_c + ser__L_c --> acser_c + coa_c,,420.67697639999994,0.0
R395_num1,0.0,accoa_c + hom__L_c --> achms_c + coa_c,2.3.1.31,502.9440097,0.0
R396_num1,0.0,achms_c + cys__L_c --> ac_c + cyst__L_c + h_c,2.5.1.48,707.5809787000003,0.0
R397,0.0,achms_c + ch4s_c --> ac_c + h_c + met__L_c,2.5.1.49,,
R398,0.003069545397175363,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,2.5.1.49,,
R399_num1,0.0,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,4.4.1.13,604.211741,0.0
R400_num1,0.0,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,245.23858959999998,0.0
R401,0.020956653906737142,ahcys_c + h2o_c --> adn_c + hcys__L_c,3.3.1.1,301.20112739999996,6.957694377719366e-05
R402,0.0017683250657640676,h2s_c + pser__L_c --> cys__L_c + pi_c,2.5.1.65,1221.547923,1.4476100629938752e-06
R403,0.0,h2s_m + pser__L_m --> cys__L_m + pi_m,2.5.1.65,1203.290241,0.0
R404_num1,0.0,3SALA_c + akg_c --> 3_SULFINYL_PYRUVATE_c + glu__L_c,,8650.06093,0.0
R405,0.0,Lcyst_c + h2o_c --> h_c + nh4_c + pyr_c + so3_c,4.4.1.25,,
R406_num1,0.0,cysi__L_c + h2o_c --> nh4_c + pyr_c + thcys_c,4.4.1.35,,
R407,0.0,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,2.1.1.14,25.71230427,0.0
R408,0.0,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,"4.4.1.1,4.4.1.28",435.48826280000003,0.0
R409,0.0,cys__L_m + h2o_m --> h2s_m + nh4_m + pyr_m,"4.4.1.1,4.4.1.28",558.3537577000002,0.0
R410_num1,0.0,h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c,,380.7431327,0.0
R411_num1,0.0,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,2.5.1.48,416.3105113,0.0
R412,0.0,akg_c + cys__L_c --> glu__L_c + mercppyr_c,2.6.1.1,7305.864643000001,0.0
R413,0.0,akg_m + cys__L_m --> glu__L_m + mercppyr_m,2.6.1.1,8150.08585,0.0
R414,0.0,metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",890.0006113,0.0
R415_num1,0.0,achms_c + trdrd_c + tsul_c --> ac_c + 2.0 h_c + hcys__L_c + so3_c + trdox_c,,338.0013107,0.0
R416_num1,0.0,mercplac_c + nad_c --> 2.0 h_c + mercppyr_c + nadh_c,1.1.1.27,54717.336520000004,0.0
R417,0.0,mercppyr_m + trdrd_m --> h2s_m + pyr_m + trdox_m,2.8.1.2,1169.4698560000004,0.0
R418_num1,0.0,amet_c + dnacyt_c --> ahcys_c + dna5mtc_c,2.1.1.37,81.38969593,0.0
R419_num1,0.0,C02356_m + akg_m --> 2obut_m + glu__L_m,2.6.1.42,3873.738869,0.0
R420,0.0,C02356_c + akg_c --> 2obut_c + glu__L_c,2.6.1.42,2437.01989,0.0
R421_num1,0.0,C02356_m + atp_m + glu__L_m --> C21015_m + adp_m + pi_m,6.3.2.2,2409.988248,0.0
R422_num1,0.0,Lcyst_c + akg_c --> 3spyr_c + glu__L_c,2.6.1.1,8150.08585,0.0
R423,0.0,dkmpp_c + h2o_c --> dhmtp_c + h_c + pi_c,3.1.3.77,,
R424,0.0,5mdru1p_c --> dkmpp_c + h2o_c,4.2.1.109,816.5598837,0.0
R425,0.0,5mta_m + pi_m --> 5mdr1p_m + ade_m,2.4.2.28,368.7279966,0.0
R426,0.0,5mdr1p_m --> 5mdru1p_m,5.3.1.23,,
R427,0.0,amet_c + h_c --> ametam_c + co2_c,4.1.1.50,47.38655996,0.0
R428,0.0,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,2.5.1.16,103.5593029,0.0
R429,0.0,ametam_c + spmd_c --> 5mta_c + h_c + sprm_c,2.5.1.22,109.91222649999999,0.0
R430,0.0,CPD_367_c + nad_c --> 3spyr_c + h_c + nadh_c,1.1.1.337,990.2088322000001,0.0
R431,0.024026199303912504,5mthf_c + hcys__L_c --> met__L_c + thf_c,2.1.1.13,45.26698560000001,0.0005307664953928918
R432_num1,0.0,acser_c + h2s_c --> ac_c + cys__L_c + h_c,"2.5.1.47,2.5.1.65",485.4318431,0.0
R433,0.0,hom__L_c + succoa_c --> coa_c + suchms_c,2.3.1.46,549.0807997000002,0.0
R434,0.0,hom__L_m + succoa_m --> coa_m + suchms_m,2.3.1.46,388.2293523,0.0
R435_num1,0.0,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,2.5.1.48,455.20041210000005,0.0
R436,0.0,cys__L_c + o2_c --> 3SALA_c + h_c,1.13.11.20,459.5713335,0.0
R437,0.0,D_ARABINOFURANOSE_c + nad_c --> Dara14lac_c + h_c + nadh_c,1.1.1.116,,
R438,0.0,galt_c + nad_c --> CPD_13036_c + h_c + nadh_c,,5259.981415,0.0
R439,0.0,CPD_13036_m + h_m + nadph_m --> nadp_m + sbt__D_m,,1627.676185,0.0
