Unnamed: 0,kcat,MW,kcat_MW
R1472_num2,0.949241698,36426.741,93.81212862
R1473_num2,0.652817726,47712.419,49.25643812
R1475_num2,0.36433437,47712.419,27.48977645
R1476_num2,11.91117668,31688.7446,1353.169291
R1477_num2,8.567318916,64302.3248,479.6459256
R1477_num3,6.210407257000001,60721.0779,368.1994276
R1479_num2,4.3723335,64302.3248,244.7874264
R1479_num3,3.32371,60721.0779,197.054407
R1484_num2,3.267801285,58648.7634,200.5853823
R1486_num2,1.1190033,58648.7634,68.68707278
R1494_num2,17.529186,68480.7126,921.5013572
R1494_num3,4.0888057,55610.4391,264.693118
R1494_num4,2.8946426,56213.7308,185.3766546
R1494_num5,1.8625947,129944.0036,51.60177257
R1494_num6,1.4618268,43261.3295,121.64620320000002
R1494_num7,3.7806857,77859.5238,174.8080113
R1494_num8,8.335134,54724.4836,548.3191512
R1494_num9,13.536706,31376.8749,1553.122857
R1500_num2,37.416405,17962.3151,7498.980907999998
R1502_num2,8.923972000000003,42835.639,749.9899605
R1508_num2,13.706103,75936.062,649.7831136
R1510_num2,11.931619,67354.641,637.7263357
R1510_num3,10.402487,59219.8208,632.371944
R1511_num2,18.211199,67354.641,973.3600451
R1511_num3,16.2579,59219.8208,988.3251791
R1519_num2,24.733116,34589.943,2574.136002
R1519_num3,7.220647,17999.3212,1444.183862
R1519_num4,1.712848,38062.637,162.00277450000004
R1522_num2,52.369125,34589.943,5450.394931
R1522_num3,14.752279,17999.3212,2950.567069
R1522_num4,3.6368885,38062.637,343.9803343000001
R1525_num2,52.369125,34589.943,5450.394931
R1525_num3,14.752279,17999.3212,2950.567069
R1525_num4,3.6368885,38062.637,343.9803343000001
R1540_num2,72.02591,77530.0808,3344.421589
R1540_num3,44.73351,95059.1055,1694.1105760000007
R1551_num2,116.07126,89956.2161,4645.110189
R1552_num2,53.33911,45468.3571,4223.174274
R1567_num2,14.742528,57820.7478,917.8902525
R1567_num3,17.255257,58688.4134,1058.452965
R1571_num2,1.333751,55619.8613,86.32714084
R1571_num3,21.253029,31362.338,2439.579103
